order_id,product_id,machine_id,material_id,material_batch,tool_id,operator_id,quantity,status,planned_start,actual_start,planned_end,actual_end
ORD-1138,PROD-C,M01,MAT-176,BATCH-4943,TL-09,OP-K,500,COMPLETED,2026-06-15 06:00:00,2026-06-15 06:01:00,2026-06-15 14:00:00,2026-06-15 14:18:00
ORD-1139,PROD-D,M03,MAT-206,BATCH-5788,TL-07,OP-A,250,COMPLETED,2026-08-01 02:00:00,2026-08-01 02:06:00,2026-08-01 10:00:00,2026-08-01 10:00:00
ORD-1140,PROD-D,M03,MAT-152,BATCH-5828,TL-07,OP-G,1000,COMPLETED,2026-07-27 05:00:00,2026-07-27 05:01:00,2026-07-27 13:00:00,2026-07-27 13:22:00
ORD-1141,PROD-B,M09,MAT-141,BATCH-5712,TL-14,OP-I,1000,COMPLETED,2026-06-18 08:00:00,2026-06-18 08:10:00,2026-06-18 16:00:00,2026-06-18 16:30:00
ORD-1142,PROD-C,M09,MAT-145,BATCH-5768,TL-20,OP-N,750,COMPLETED,2026-06-23 07:00:00,2026-06-23 07:15:00,2026-06-23 15:00:00,2026-06-23 15:06:00
ORD-1143,PROD-C,M04,MAT-138,BATCH-4183,TL-18,OP-D,1000,COMPLETED,2026-07-02 04:00:00,2026-07-02 04:10:00,2026-07-02 12:00:00,2026-07-02 12:15:00
ORD-1144,PROD-C,M05,MAT-114,BATCH-5348,TL-17,OP-I,1000,COMPLETED,2026-07-15 08:00:00,2026-07-15 08:12:00,2026-07-15 16:00:00,2026-07-15 16:26:00
ORD-1145,PROD-C,M01,MAT-136,BATCH-5925,TL-02,OP-F,1000,COMPLETED,2026-07-15 02:00:00,2026-07-15 02:08:00,2026-07-15 10:00:00,2026-07-15 10:23:00
ORD-1146,PROD-B,M09,MAT-134,BATCH-5302,TL-18,OP-E,500,COMPLETED,2026-08-01 03:00:00,2026-08-01 03:03:00,2026-08-01 11:00:00,2026-08-01 11:19:00
ORD-1147,PROD-B,M01,MAT-185,BATCH-5175,TL-07,OP-K,500,COMPLETED,2026-08-15 03:00:00,2026-08-15 03:01:00,2026-08-15 11:00:00,2026-08-15 11:03:00
ORD-1148,PROD-D,M02,MAT-187,BATCH-3563,TL-01,OP-I,500,COMPLETED,2026-07-23 05:00:00,2026-07-23 05:13:00,2026-07-23 13:00:00,2026-07-23 13:20:00
ORD-1149,PROD-B,M05,MAT-141,BATCH-4169,TL-17,OP-A,250,COMPLETED,2026-07-31 07:00:00,2026-07-31 07:07:00,2026-07-31 15:00:00,2026-07-31 15:17:00
ORD-2001,PROD-B,M07,MAT-204,BATCH-5521,TL-17,OP-C,1000,RUNNING,2026-08-26 14:00:00,2026-08-26 14:00:00,2026-08-26 22:00:00,
ORD-2002,PROD-B,M08,MAT-208,BATCH-3720,TL-25,OP-A,1000,COMPLETED,2026-08-17 00:00:00,2026-08-17 00:15:00,2026-08-17 08:00:00,2026-08-17 08:05:00
ORD-2003,PROD-A,M01,MAT-138,BATCH-5326,TL-16,OP-B,750,COMPLETED,2026-08-17 04:00:00,2026-08-17 04:09:00,2026-08-17 12:00:00,2026-08-17 12:14:00
ORD-2004,PROD-D,M03,MAT-209,BATCH-5065,TL-14,OP-E,500,COMPLETED,2026-08-11 08:00:00,2026-08-11 08:03:00,2026-08-11 16:00:00,2026-08-11 16:10:00
ORD-2005,PROD-C,M03,MAT-118,BATCH-4380,TL-20,OP-E,500,COMPLETED,2026-07-11 07:00:00,2026-07-11 07:05:00,2026-07-11 15:00:00,2026-07-11 15:19:00
ORD-2006,PROD-D,M08,MAT-165,BATCH-4343,TL-02,OP-G,250,COMPLETED,2026-08-24 10:00:00,2026-08-24 10:05:00,2026-08-24 18:00:00,2026-08-24 18:04:00
ORD-2007,PROD-B,M01,MAT-133,BATCH-4571,TL-07,OP-H,750,COMPLETED,2026-07-31 05:00:00,2026-07-31 05:10:00,2026-07-31 13:00:00,2026-07-31 13:09:00
ORD-2008,PROD-A,M05,MAT-183,BATCH-4472,TL-18,OP-D,250,COMPLETED,2026-08-07 09:00:00,2026-08-07 09:03:00,2026-08-07 17:00:00,2026-08-07 17:14:00
ORD-2009,PROD-D,M10,MAT-190,BATCH-4273,TL-18,OP-B,750,COMPLETED,2026-07-20 02:00:00,2026-07-20 02:11:00,2026-07-20 10:00:00,2026-07-20 10:19:00
ORD-2010,PROD-B,M09,MAT-119,BATCH-4863,TL-18,OP-J,750,COMPLETED,2026-07-15 03:00:00,2026-07-15 03:13:00,2026-07-15 11:00:00,2026-07-15 11:22:00
ORD-2011,PROD-B,M04,MAT-187,BATCH-5440,TL-24,OP-M,250,COMPLETED,2026-08-05 07:00:00,2026-08-05 07:14:00,2026-08-05 15:00:00,2026-08-05 15:16:00
ORD-2012,PROD-A,M02,MAT-106,BATCH-5243,TL-25,OP-I,500,COMPLETED,2026-08-15 05:00:00,2026-08-15 05:04:00,2026-08-15 13:00:00,2026-08-15 13:05:00
ORD-2013,PROD-D,M02,MAT-187,BATCH-3841,TL-18,OP-J,1000,COMPLETED,2026-07-21 08:00:00,2026-07-21 08:02:00,2026-07-21 16:00:00,2026-07-21 16:28:00
ORD-2014,PROD-A,M09,MAT-115,BATCH-5102,TL-13,OP-H,250,COMPLETED,2026-08-02 07:00:00,2026-08-02 07:14:00,2026-08-02 15:00:00,2026-08-02 15:21:00
ORD-2015,PROD-A,M08,MAT-132,BATCH-3012,TL-18,OP-D,250,COMPLETED,2026-08-21 04:00:00,2026-08-21 04:01:00,2026-08-21 12:00:00,2026-08-21 12:13:00
ORD-2016,PROD-A,M02,MAT-160,BATCH-3129,TL-09,OP-G,500,COMPLETED,2026-07-23 01:00:00,2026-07-23 01:04:00,2026-07-23 09:00:00,2026-07-23 09:24:00
ORD-2017,PROD-D,M06,MAT-148,BATCH-4837,TL-24,OP-G,1000,COMPLETED,2026-08-11 10:00:00,2026-08-11 10:02:00,2026-08-11 18:00:00,2026-08-11 18:21:00
ORD-2018,PROD-B,M06,MAT-114,BATCH-3731,TL-15,OP-G,500,COMPLETED,2026-08-12 08:00:00,2026-08-12 08:07:00,2026-08-12 16:00:00,2026-08-12 16:26:00
ORD-2019,PROD-C,M09,MAT-186,BATCH-5945,TL-15,OP-G,1000,COMPLETED,2026-07-01 00:00:00,2026-07-01 00:07:00,2026-07-01 08:00:00,2026-07-01 08:07:00
ORD-2020,PROD-B,M05,MAT-124,BATCH-5969,TL-20,OP-B,250,COMPLETED,2026-07-30 05:00:00,2026-07-30 05:13:00,2026-07-30 13:00:00,2026-07-30 13:19:00
ORD-2021,PROD-B,M04,MAT-107,BATCH-3413,TL-16,OP-A,1000,COMPLETED,2026-08-19 00:00:00,2026-08-19 00:01:00,2026-08-19 08:00:00,2026-08-19 08:07:00
ORD-2022,PROD-D,M09,MAT-129,BATCH-5210,TL-07,OP-M,250,COMPLETED,2026-08-17 00:00:00,2026-08-17 00:04:00,2026-08-17 08:00:00,2026-08-17 08:16:00
ORD-2023,PROD-C,M06,MAT-130,BATCH-4236,TL-25,OP-C,500,COMPLETED,2026-07-19 03:00:00,2026-07-19 03:13:00,2026-07-19 11:00:00,2026-07-19 11:09:00
ORD-2024,PROD-B,M08,MAT-171,BATCH-5030,TL-01,OP-F,1000,COMPLETED,2026-07-18 00:00:00,2026-07-18 00:10:00,2026-07-18 08:00:00,2026-07-18 08:22:00
ORD-2025,PROD-B,M05,MAT-148,BATCH-3753,TL-20,OP-I,1000,COMPLETED,2026-07-27 06:00:00,2026-07-27 06:07:00,2026-07-27 14:00:00,2026-07-27 14:27:00
ORD-2026,PROD-B,M09,MAT-106,BATCH-5303,TL-13,OP-G,500,COMPLETED,2026-07-15 04:00:00,2026-07-15 04:12:00,2026-07-15 12:00:00,2026-07-15 12:07:00
ORD-2027,PROD-C,M02,MAT-157,BATCH-4519,TL-02,OP-I,500,COMPLETED,2026-07-17 03:00:00,2026-07-17 03:01:00,2026-07-17 11:00:00,2026-07-17 11:08:00
ORD-2028,PROD-A,M02,MAT-124,BATCH-5406,TL-18,OP-K,500,COMPLETED,2026-07-25 10:00:00,2026-07-25 10:15:00,2026-07-25 18:00:00,2026-07-25 18:06:00
ORD-2029,PROD-C,M01,MAT-127,BATCH-3778,TL-18,OP-B,1000,COMPLETED,2026-08-25 05:00:00,2026-08-25 05:07:00,2026-08-25 13:00:00,2026-08-25 13:22:00
ORD-2030,PROD-D,M04,MAT-170,BATCH-4317,TL-20,OP-E,1000,COMPLETED,2026-08-08 03:00:00,2026-08-08 03:14:00,2026-08-08 11:00:00,2026-08-08 11:17:00
ORD-2031,PROD-C,M05,MAT-146,BATCH-5100,TL-25,OP-H,1000,COMPLETED,2026-08-11 05:00:00,2026-08-11 05:03:00,2026-08-11 13:00:00,2026-08-11 13:25:00
ORD-2032,PROD-C,M04,MAT-147,BATCH-4281,TL-13,OP-A,500,COMPLETED,2026-08-16 07:00:00,2026-08-16 07:04:00,2026-08-16 15:00:00,2026-08-16 15:00:00
ORD-2033,PROD-D,M05,MAT-119,BATCH-3803,TL-11,OP-D,1000,COMPLETED,2026-07-17 08:00:00,2026-07-17 08:07:00,2026-07-17 16:00:00,2026-07-17 16:15:00
ORD-2034,PROD-C,M05,MAT-197,BATCH-5001,TL-18,OP-K,1000,COMPLETED,2026-08-05 10:00:00,2026-08-05 10:14:00,2026-08-05 18:00:00,2026-08-05 18:05:00
ORD-2035,PROD-B,M03,MAT-192,BATCH-5238,TL-14,OP-C,250,COMPLETED,2026-08-16 05:00:00,2026-08-16 05:01:00,2026-08-16 13:00:00,2026-08-16 13:26:00
ORD-2036,PROD-A,M01,MAT-152,BATCH-3563,TL-24,OP-K,500,COMPLETED,2026-08-24 01:00:00,2026-08-24 01:02:00,2026-08-24 09:00:00,2026-08-24 09:22:00
ORD-2037,PROD-B,M10,MAT-158,BATCH-4528,TL-01,OP-J,1000,COMPLETED,2026-07-10 00:00:00,2026-07-10 00:15:00,2026-07-10 08:00:00,2026-07-10 08:00:00
ORD-2038,PROD-D,M01,MAT-101,BATCH-5168,TL-18,OP-E,750,COMPLETED,2026-07-01 08:00:00,2026-07-01 08:00:00,2026-07-01 16:00:00,2026-07-01 16:16:00
ORD-2039,PROD-D,M03,MAT-112,BATCH-3394,TL-15,OP-C,500,COMPLETED,2026-08-22 10:00:00,2026-08-22 10:06:00,2026-08-22 18:00:00,2026-08-22 18:19:00
ORD-2040,PROD-C,M05,MAT-201,BATCH-4625,TL-02,OP-F,1000,COMPLETED,2026-08-03 04:00:00,2026-08-03 04:14:00,2026-08-03 12:00:00,2026-08-03 12:18:00
ORD-2041,PROD-C,M02,MAT-183,BATCH-5661,TL-20,OP-A,250,COMPLETED,2026-07-16 03:00:00,2026-07-16 03:12:00,2026-07-16 11:00:00,2026-07-16 11:12:00
ORD-2042,PROD-D,M01,MAT-181,BATCH-3038,TL-18,OP-C,250,COMPLETED,2026-07-25 08:00:00,2026-07-25 08:15:00,2026-07-25 16:00:00,2026-07-25 16:27:00
ORD-2043,PROD-C,M02,MAT-167,BATCH-3174,TL-07,OP-D,1000,COMPLETED,2026-07-28 10:00:00,2026-07-28 10:08:00,2026-07-28 18:00:00,2026-07-28 18:01:00
ORD-2044,PROD-C,M10,MAT-172,BATCH-5695,TL-01,OP-C,750,COMPLETED,2026-07-05 10:00:00,2026-07-05 10:00:00,2026-07-05 18:00:00,2026-07-05 18:30:00
ORD-2045,PROD-B,M08,MAT-108,BATCH-4225,TL-05,OP-J,500,COMPLETED,2026-07-14 09:00:00,2026-07-14 09:12:00,2026-07-14 17:00:00,2026-07-14 17:21:00
ORD-2046,PROD-D,M03,MAT-201,BATCH-5823,TL-18,OP-B,750,COMPLETED,2026-08-04 05:00:00,2026-08-04 05:01:00,2026-08-04 13:00:00,2026-08-04 13:03:00
ORD-2047,PROD-A,M06,MAT-177,BATCH-5514,TL-16,OP-G,750,COMPLETED,2026-07-28 03:00:00,2026-07-28 03:00:00,2026-07-28 11:00:00,2026-07-28 11:20:00
ORD-2048,PROD-D,M04,MAT-145,BATCH-5265,TL-13,OP-G,500,COMPLETED,2026-07-18 07:00:00,2026-07-18 07:12:00,2026-07-18 15:00:00,2026-07-18 15:02:00
ORD-2049,PROD-C,M04,MAT-191,BATCH-3301,TL-02,OP-E,500,COMPLETED,2026-08-19 09:00:00,2026-08-19 09:12:00,2026-08-19 17:00:00,2026-08-19 17:22:00
ORD-2050,PROD-B,M08,MAT-140,BATCH-4477,TL-02,OP-B,250,COMPLETED,2026-08-20 10:00:00,2026-08-20 10:09:00,2026-08-20 18:00:00,2026-08-20 18:14:00
ORD-3001,PROD-B,M08,MAT-999,BATCH-9001,TL-90,OP-L,500,RUNNING,2026-08-27 08:00:00,2026-08-27 08:00:00,2026-08-27 16:00:00,
